"day_pos","date_time","date_time_exp","sent_num","text"
18,"2016-09-05 22:57:00","2016-09-05 22:30:00",-1,"I have finished pissed off email about covering floors in our own flat by company which is totally irresponsible and irrelevant #n #xpb"
19,"2016-09-05 23:15:36","2016-09-05 23:15:00",-1,"Reading news and relaxing till the last tweet of the day. I don't have so much willingness to work on publication today. #n #xpb"
20,"2016-09-06 00:00:35","2016-09-05 23:59:59",1,"It's finally end of the day and I can go sleep. I need to study during tomorrow to finish Spark course and also follow up with Weka #p #xpb"
1,"2016-09-06 07:31:30","2016-09-06 07:30:00",1,"Son was trying to convince me that due to big coughing he cannot go to kindergarten. I told him he is going and we both laughed #p #xpb"
2,"2016-09-06 08:16:42","2016-09-06 08:15:00",1,"I am lucky today again I caught train which was late again same as yesterday. Tomorrow I need to be faster, but today is good day #p #xpb"
3,"2016-09-06 09:13:43","2016-09-06 09:00:00",-1,"I have prepared snack for colleuges and right now I am going to work on my expenses charged to company. It's annoying but necessary #n #xpb"
4,"2016-09-06 09:46:11","2016-09-06 09:45:00",-1,"Preparing expenses and solving the work in parallel. I need to finish one of the tasks first today be able focus on another #n #xpb"
5,"2016-09-06 10:44:53","2016-09-06 10:30:00",1,"Expenses are done and I also sent email to guy who will do technical revision of floor finalization next month #p #xpb"
6,"2016-09-06 11:17:34","2016-09-06 11:15:00",1,"We have lot of fun with pizza order issue with internal number five thousands. Some colleges will work on it whole day #p #xpb"
7,"2016-09-06 12:05:02","2016-09-06 12:00:00",1,"After return from lunch I can work on the biggest task I have in my queue and go home earlier to stop by in the office #p #xpb"
8,"2016-09-06 12:59:09","2016-09-06 12:45:00",1,"Floor company responded with time for handover of finished floor and I have resent it to revision technic who will check it for us #p #xpb"
9,"2016-09-06 14:43:13","2016-09-06 14:15:00",1,"Coordinating bachelor student about his work and planning the meeting with my PhD supervisor when he is back from conference #p #xpb"
10,"2016-09-06 15:25:41","2016-09-06 15:00:00",-1,"Configuration o the first test is done lets do the test and then describe what was the configuration and result then I can take next #n #xpb"
11,"2016-09-06 16:48:46","2016-09-06 16:30:00",-1,"Implementation is not correct yet. We need to debug and fix the issues, but first at all we need to populate input parameters #n #xpb"
12,"2016-09-06 17:37:19","2016-09-06 17:15:00",-1,"I left the work with heavy head full of one problem design discussions with colleagues and unsolved which is always terrible #n #xpb"
13,"2016-09-06 18:19:45","2016-09-06 18:00:00",1,"Going home from train station and enjoying the afternoon autumn sun and fresh wind which makes perfect late summer from today #p #xpb"
14,"2016-09-06 19:18:49","2016-09-06 18:45:00",1,"Kids are eating dinner after took shower and my wife is preparing for parents evening to listen news from school director #p #xpb"
15,"2016-09-06 19:50:23","2016-09-06 19:30:00",1,"We had lot of fun with kids when they caught my legs and I was walking with them like shoes and ordered stuff from table to fridge #p #xpb"
16,"2016-09-06 20:52:24","2016-09-06 20:15:00",1,"Kids are in the beds. And I am watching some stories at @streamCZ and waiting till my wife return from parents evening #p #xpb"
17,"2016-09-06 21:07:31","2016-09-06 21:00:00",1,"Downloading Jason Bourne movie and waiting for my wife who is cooking the risotto for her dinner after she returned ok from meeting #p #xpb"
18,"2016-09-06 22:00:28","2016-09-06 21:45:00",1,"Watching the movie and relaxing in the bed with my wife. Today I need to finish some plots into publication and go sleep early #p #xpb"
19,"2016-09-06 23:05:42","2016-09-06 22:30:00",1,"It's almost heading to the end. There is typical nice car chasing between Bourne and his biggest enemy, but he will be win I hope #p #xpb"
20,"2016-09-06 23:35:51","2016-09-06 23:15:00",1,"Movie is over and I can work now especially when my wife is sleeping. I just wanted to download data from Twitter and process it #p #xpb"
21,"2016-09-07 00:06:19","2016-09-06 23:59:59",1,"I am just wondering how to visualize data into publication and meanwhile looking for inspiration on various websites #p #xpb"
1,"2016-09-07 07:59:16","2016-09-07 07:30:00",1,"Another funny morning. Son is complaining that girls from kindergarten are touching his t-shirt because he has hologram in front #p #xpb"
2,"2016-09-07 08:16:59","2016-09-07 08:15:00",1,"I caught by chance the earliest train again today. Only with short run closely before train station. What a good day again #p #xpb"
3,"2016-09-07 09:13:12","2016-09-07 09:00:00",1,"Excellent situation about delta load somebody run the prerequisites in wrong order and then the same data was processed again #p #xpb"
4,"2016-09-07 10:09:09","2016-09-07 09:45:00",1,"I had good design discussions with my team leader about technical solution how to get prerequisites for delta load #p #xpb"
5,"2016-09-07 10:34:11","2016-09-07 10:30:00",1,"Solution of the problem from the morning is going to be implemented. It would be my first hot fix in this project from go life #p #xpb"
6,"2016-09-07 11:15:36","2016-09-07 11:15:00",1,"Implementing hot fix solution and dealing with challenging technical issues and problems so far good. Let's see if it works ok #p #xpb"
7,"2016-09-07 12:24:36","2016-09-07 12:00:00",-1,"I need to push hot fix solution to the testing and then it could be deployed to production. What I hate is quick and dirty way #n #xpb"
8,"2016-09-07 13:22:59","2016-09-07 12:45:00",-1,"So, the deployment about hot fix is going definitely quick and dirty out of all possible best practices way. So I gave my hands out #n #xpb"
9,"2016-09-07 13:47:01","2016-09-07 13:30:00",-1,"Another ugly case. Filter of the ninety-six percent of the table will be most likely removed. It will take a week to load such table #n #xpb"
10,"2016-09-07 14:27:35","2016-09-07 14:15:00",1,"I have almost finished Twitter corpus per day analysis and visualization with r and ggplot2. So I can follow up with other stats #p #xpb"
11,"2016-09-07 16:28:38","2016-09-07 15:45:00",1,"Investigating issue what college introduced me to and wondering what's the problem around and I might find it #p #xpb"
12,"2016-09-07 16:59:44","2016-09-07 16:30:00",-1,"Discussion is over. We have another problem with modeling and populating same tables by two different processes #n #xpb"
13,"2016-09-07 17:20:43","2016-09-07 17:15:00",-1,"Sitting in the tram sweat like hell because I was running to caught it in four minutes from table in the office to doors #n #xpb"
14,"2016-09-07 18:03:59","2016-09-07 18:00:00",1,"Shopping in the mall center stuff for kids into school. Normal pencils and folders. It's pleasant and calm afternoon so no stress #p #xpb"
15,"2016-09-07 19:10:06","2016-09-07 18:45:00",-1,"Kids are tired so shower them was more or less fight. They are watching short story tale before dinner already, but I am tired #n #xpb"
16,"2016-09-07 19:39:01","2016-09-07 19:30:00",1,"Watching Fifty shades of Black. Parody of Fifty shades of Gray. We will see how good it is. Maybe we will switch to something else #p #xpb"
17,"2016-09-07 20:18:57","2016-09-07 20:15:00",-1,"Movie Fifty shades of Black is really shit so I am downloading something else and meanwhile playing ride on the motorcycle #n #xpb"
18,"2016-09-07 21:24:28","2016-09-07 21:00:00",-1,"Second movie Lady in the Van was also nothing special what we want to spend the time with. So, I downloaded third movie, let's see #n #xpb"
19,"2016-09-07 21:48:38","2016-09-07 21:45:00",1,"The Boss comedy looks better then two previous movies. This is finally good for relax in the bed and do nothing and work later #p #xpb"
20,"2016-09-07 22:35:25","2016-09-07 22:30:00",1,"The movie is funny and good comedy. Kids are sleeping and they look like small angels. And my wife told me about success with sale #p #xpb"
21,"2016-09-07 23:16:35","2016-09-07 23:15:00",1,"My line manager just responded on email about establish company @kaggle team and do some contests to improve data science skills #p #xpb"
22,"2016-09-08 00:22:16","2016-09-07 23:59:59",-1,"I just tested @microscooters kickboard which we got for free last Saturday on bring and pick day and I stay with scooter black #n #xpb"
1,"2016-09-08 07:34:04","2016-09-08 07:30:00",1,"Son is negotiating play time during short morning time to prepare for kindergarten. He can maybe make it but he needs to be quick #p #xpb"
2,"2016-09-08 08:21:46","2016-09-08 08:15:00",-1,"Today I did not make it to catch regular time train so I am waiting for next one and I will be at work little bit tight #n #xpb"
3,"2016-09-08 09:37:23","2016-09-08 09:00:00",1,"Status meeting and breakfast is over and I can continue work on my issues. Some of them needs to be described for others to delegate #p #xpb"
4,"2016-09-08 09:56:22","2016-09-08 09:45:00",1,"Today I didn't forget to take blood pressure pill as I did it yesterday and I feel much better. I need to organize alarm #p #xpb"
5,"2016-09-08 10:26:19","2016-09-08 09:45:00",-1,"It is really difficult to my own work and manage tons of small changes, analyze, describe them and delegate to developers #n #xpb"
6,"2016-09-08 10:53:45","2016-09-08 10:30:00",1,"Finally solving the several main issues with the environment parameters which are necessary for correct function of many components #p #xpb"
7,"2016-09-08 12:22:14","2016-09-08 12:00:00",1,"Looking at contractors web pages and laughing with other colleges because some of them look like from early eighties #p #xpb"
8,"2016-09-08 13:48:07","2016-09-08 13:30:00",1,"Discuss over @Skype with my PhD supervisor about @GigaScience publication and doing the first draft review with many suggestions #p #xpb"
9,"2016-09-08 14:46:36","2016-09-08 14:15:00",1,"We are close to finish conversation about publication. And following with additional topics which are not less interesting #p #xpb"
10,"2016-09-08 15:31:07","2016-09-08 15:00:00",-1,"Call is over and I met colleagues who want to discuss with me the technicality about design topic as a joke for us. It wasn't funny #n #xpb"
11,"2016-09-08 15:50:02","2016-09-08 15:45:00",1,"Continue with work and finalize several more tasks definition for college who is out of work for today to make him busy tomorrow #p #xpb"
12,"2016-09-08 16:44:31","2016-09-08 16:30:00",1,"Closing the day and in next hour I will leave and relax for today. I will take son and we will choose which @NerfNation remain #p #xpb"
13,"2016-09-08 17:16:02","2016-09-08 17:15:00",1,"I am tired today and looking forward to be home with the family I hope something delicious and homemade would be prepared for dinner #p #xpb"
14,"2016-09-08 18:09:04","2016-09-08 18:00:00",-1,"I was trying to record terrible sounds made by car. It wasn't perfect, but I have it so I can send it to father in law for diagnosis #n #xpb"
15,"2016-09-08 19:26:54","2016-09-08 18:45:00",1,"I was fighting with kids they will finish they dinners. They was trying to convince me they not. But they finish them eventually #p #xpb"
16,"2016-09-08 19:54:48","2016-09-08 19:30:00",-1,"Trying to convert recorded audio to file format ready for noise remove, it's not such easy and I need to find there specific sound #n #xpb"
17,"2016-09-08 20:37:24","2016-09-08 20:15:00",-1,"Going to play with car and check the front right wheel after I consulted it with my father in law. The car produces terrible sound #n #xpb"
18,"2016-09-08 21:36:59","2016-09-08 21:00:00",-1,"I have found nothing. Wheel is keeping perfectly on the place and it's not moving in any direction so here is not an issue #n #xpb"
19,"2016-09-08 22:24:41","2016-09-08 21:45:00",1,"Playing defense the tower game and meanwhile is calling friend to ask me about details why I want to order to car service #p #xpb"
20,"2016-09-08 23:04:24","2016-09-08 22:30:00",1,"@Skype thanks, I got one most important, finish first this publication for magazine and then focus on the extension for conference #p #xpb"
